Word, Score
interest,0.14643
global,0.11981
have,0.08741
over,0.07999
bank,0.07416
act,0.04981
the,0.01056
dlt,0.31676
banks,0.28211
1.4,0.25348
central,0.2386
predicted,0.22294
discussions,0.21172
engaged,0.20334
awareness,0.20334
worldwide,0.19109
90,0.18632
past,0.18214
projects,0.18024
billion,0.16212
years,0.16106
initiate,0.15533
2017,0.15045
over,0.14399
venture,0.13901
ivity,0.13744
investments,0.13545
grow,0.10762
capital,0.09418
has,0.09136
the,0.00951
unharmonized,0.33063
hurdles,0.30049
nascent,0.29079
large‐scale,0.28286
collective,0.27616
formal,0.27035
absence,0.26523
standardization,0.25272
frameworks,0.24924
rapidly,0.21747
efforts,0.20496
environment,0.19155
implementation,0.18203
remain,0.17795
legal,0.16917
significant,0.16011
regulatory,0.13721
uncertain,0.11784
world,0.10759
but,0.08962
eco,0.07123
and,0.01752
n,2e-05
reimagined,0.28164
approaches,0.21851
complement,0.20238
past,0.20238
research,0.1839
functions,0.17671
providing,0.15446
aims,0.15387
approach,0.15104
clear,0.14944
existing,0.14366
ledger,0.14366
report,0.14107
distributed,0.13713
view,0.11754
into,0.11624
technology,0.11318
this,0.10495
future,0.10418
forum,0.10238
2016,0.09969
nomic,0.09956
how,0.09902
our,0.09198
can,0.07991
service,0.07478
financial,0.06174
functions,0.43374
approach,0.37073
pain‐points,0.34565
solution‐first,0.32722
top‐down,0.31415
bottom‐up,0.304
approaches,0.26817
transformative,0.25407
address,0.23464
identify,0.21963
meth,0.20727
select,0.19934
service,0.18355
across,0.15626
within,0.15386
financial,0.15153
potential,0.13241
all,0.06531
domains,0.33063
capabilities,0.32372
envision,0.313
problem‐first,0.313
odology,0.29079
methodology,0.29079
dlt,0.27545
issues,0.21747
identify,0.21008
future‐state,0.20377
current‐state,0.19526
understand,0.18897
adoption,0.18063
position,0.1719
drive,0.1498
focus,0.14262
technology,0.13286
business,0.12376
through,0.12266
and,0.01752
a,3e-05
dvances,0.25597
business‐process,0.25597
orthodoxies,0.24771
having,0.22204
approaches,0.21851
explored,0.20238
accept,0.17459
disruptive,0.17069
available,0.17069
tools,0.16169
question,0.14549
significant,0.13639
impact,0.12819
models,0.12509
many,0.12377
focus,0.12149
dlt,0.11732
potential,0.10789
business,0.10543
future,0.10418
one,0.0931
that,0.07158
will,0.06642
for,0.02378
and,0.01492
the,0.01056
th,0.00508
elements,0.44415
report,0.4081
covered,0.39031
important,0.32919
this,0.30361
within,0.24178
nine,0.21787
highlight,0.19311
presents,0.18436
cases,0.16119
executive,0.15808
section,0.15663
applic,0.15454
summary,0.13726
conclusion,0.11553
potential,0.10404
not,0.09146
use,0.07099
that,0.06903
e,2e-05
articulate,0.30418
feasibility,0.27645
process‐level,0.26752
overcome,0.24872
dialogue,0.24872
utilize,0.2398
analyses,0.20478
current‐state,0.17964
participants,0.17623
assess,0.17234
points,0.17161
pain,0.16618
around,0.16432
conditions,0.1506
critical,0.14425
which,0.13909
drive,0.13782
dlt,0.12671
business,0.11386
this,0.11335
through,0.11284
how,0.10694
key,0.1018
can,0.08631
ations,0.07338
report,0.28214
identifies,0.26663
orthodoxies,0.24771
called,0.23525
conducted,0.21528
this,0.2099
analyses,0.18961
basis,0.18525
quantitative,0.17671
does,0.16716
question,0.14549
ledger,0.14366
cover,0.14149
distributed,0.13713
real,0.12076
into,0.11624
technology,0.11318
may,0.10559
through,0.10448
not,0.09485
provide,0.07782
service,0.07478
that,0.07158
financial,0.06174
for,0.02378
applications,0.34293
does,0.32238
report,0.27206
setup,0.27159
‐economy,0.24683
transition,0.23235
foster,0.22684
inclusion,0.22208
outside,0.21411
evaluate,0.20474
this,0.20241
not,0.18293
economies,0.18138
explore,0.17147
costs,0.13013
financial,0.11906
potential,0.10404
their,0.06758
and,0.02878
as,0.0273
the,0.01019
implementation,0.32205
considerations,0.23916
technical,0.23058
please,0.22048
deep‐,0.21017
note,0.20797
predict,0.18706
does,0.17359
reference,0.17188
section,0.16867
sociated,0.15519
ledger,0.14918
report,0.1465
distributed,0.1424
case,0.12093
technology,0.11753
this,0.10899
forum,0.10631
economic,0.10424
2016,0.10353
not,0.0985
world,0.09517
use,0.07645
with,0.05633
and,0.01549
analysis,0.31285
months,0.21902
assumptions,0.21442
engaging,0.21036
underlying,0.20044
intervie,0.17953
learn,0.17513
our,0.17127
research,0.17122
subject,0.16661
matter,0.16661
leaders,0.16452
was,0.15892
experts,0.1541
about,0.14552
approach,0.14062
dive,0.12909
across,0.11854
industry,0.11499
focus,0.11311
based,0.10158
this,0.09771
through,0.09728
more,0.07935
over,0.07448
and,0.02778
leaders,0.38169
solicited,0.27645
academi,0.25407
multistakeholder,0.24872
engaged,0.24401
input,0.2398
thought,0.23251
conducted,0.23251
received,0.2293
workshops,0.21629
guidance,0.21207
interviews,0.21207
subject,0.19327
matter,0.19327
experts,0.17876
from,0.16809
across,0.13751
ws,0.13148
global,0.1294
institutions,0.0887
financial,0.06667
and,0.03223
workshops,0.43257
hubs,0.26752
global,0.2588
multistakeholder,0.24872
innovators,0.21207
five,0.20648
200,0.20478
total,0.19585
subject,0.19327
matter,0.19327
leaders,0.19085
experts,0.17876
participants,0.17623
including,0.17623
government,0.16254
regulation,0.15327
industry,0.13339
regulator,0.0977
financial,0.06667
with,0.05858
and,0.03223
a,3e-05
2015,0.37696
2016,0.31668
sydney,0.22366
world,0.21834
2.2,0.21173
singapore,0.20327
switzerland,0.19671
davos,0.19135
london,0.18681
oct,0.18289
york,0.17352
apr,0.17352
forum,0.1626
economic,0.15943
jan,0.15744
australia,0.15594
usa,0.12899
section,0.12899
findings,0.08792
dec,0.08609
nov,0.08322
key,0.07485
new,0.06625
the,0.00839
s,1e-05
yielded,0.27159
simplicity,0.23886
dlt,0.22626
findings,0.21352
six,0.2107
regarding,0.2107
has,0.19577
key,0.18178
analysis,0.16201
great,0.15071
ledger,0.13853
distributed,0.13223
drive,0.12305
technology,0.10914
potential,0.10404
implications,0.10307
future,0.10046
forum,0.09872
economic,0.0968
services,0.08165
financial,0.05953
the,0.02037
and,0.01439
establishment,0.26663
panacea,0.26663
viewed,0.24771
next‐,0.24095
foundation,0.20027
generation,0.19283
instead,0.1826
should,0.1563
efficiency,0.15271
technologies,0.15271
infrastructure,0.12591
many,0.12377
dlt,0.11732
processes,0.11164
through,0.10448
not,0.09485
one,0.0931
services,0.08468
new,0.08343
that,0.07158
will,0.06642
financial,0.06174
finan,0.05878
form,0.05489
the,0.02113
and,0.01492
applications,0.35563
enabler,0.24095
broaden,0.21528
diverse,0.20463
ways,0.16888
leveraging,0.16801
range,0.1589
benefits,0.1375
critical,0.13356
infrastructure,0.12591
each,0.12509
dlt,0.11732
different,0.11732
case,0.11645
technology,0.11318
differ,0.11298
digital,0.0931
identity,0.09004
services,0.08468
new,0.08343
use,0.07362
will,0.06642
cial,0.054
ver,0.05107
for,0.02378
the,0.01056
ticals,0.25597
amplify,0.25597
tender,0.24771
impactful,0.24771
fiat,0.21528
along,0.21232
collaboration,0.20027
innovators,0.19636
applications,0.17782
deep,0.16317
emerging,0.14596
most,0.14549
legal,0.1441
capabilities,0.13788
benefits,0.1375
between,0.12403
incumbents,0.121
dlt,0.11732
other,0.11582
require,0.10963
has,0.10151
ability,0.09942
digital,0.0931
will,0.06642
with,0.05424
the,0.02113
redraw,0.27688
delaying,0.25723
orthodoxies,0.25723
foundational,0.25723
adding,0.21763
complexity,0.21017
built,0.19382
implementation,0.16103
today,0.15519
question,0.15108
call,0.1506
infrastructure,0.13076
regulators,0.12772
dlt,0.12183
into,0.12071
processes,0.11594
busines,0.10915
services,0.08793
new,0.08664
that,0.07434
will,0.06897
financial,0.06411
are,0.05345
and,0.04648
depth,0.21686
pages,0.21686
deep‐dives,0.20727
conducted,0.19375
explored,0.18214
great,0.14067
following,0.13643
ledger,0.12929
distributed,0.12341
across,0.11459
models,0.11259
case,0.10481
technology,0.10186
findings,0.09964
based,0.09819
these,0.09725
forum,0.09214
has,0.09136
economic,0.09034
2016,0.08972
pot,0.08948
key,0.08483
world,0.08248
services,0.07621
use,0.06625
financial,0.05556
are,0.04633
the,0.01901
s,2e-05
in‐depth,0.27159
establishment,0.2571
simplicity,0.23886
six,0.2107
through,0.20151
drivers,0.19962
identified,0.19732
were,0.15011
efficiency,0.14726
following,0.14617
exam,0.14262
drive,0.12305
infrastructure,0.12142
dlt,0.11313
processes,0.10765
value,0.10046
ential,0.09858
key,0.09089
services,0.08165
new,0.08045
financial,0.05953
the,0.03056
and,0.02878
for,0.02293
simplification,0.27645
eliminates,0.25407
disputes,0.25407
nine,0.24401
reconciliation,0.2398
drivers,0.22358
resolve,0.221
reduces,0.21857
operational,0.18969
efforts,0.18856
cases,0.18053
ination,0.17385
perform,0.16682
manual,0.16618
required,0.15515
effic,0.14141
across,0.13751
dlt,0.12671
regulatory,0.12624
value,0.11251
services,0.09145
from,0.08404
use,0.07951
financial,0.06667
and,0.01611
dlt,0.26397
obligation,0.24219
activity,0.23886
regulated,0.2329
fulfil,0.23021
reduction,0.22305
monitoring,0.20543
enables,0.20401
improvement,0.20004
challenges,0.20004
counterparties,0.18357
counterparty,0.1819
real‐time,0.17952
iency,0.16931
entities,0.14695
trust,0.14625
between,0.13953
regulators,0.13837
need,0.11021
risk,0.0963
financial,0.06945
and,0.01679
the,0.01188
codified,0.27645
disintermediates,0.26752
verification,0.24872
immutable,0.24401
validation,0.22358
agreements,0.221
reduction,0.21412
executed,0.20648
acceler,0.20648
clearing,0.18435
shared,0.18336
environment,0.17623
third,0.16312
settlement,0.15467
parties,0.14176
support,0.13629
dlt,0.12671
time,0.10994
transaction,0.10511
that,0.07731
are,0.05559
and,0.04834
s,2e-05
liquidity,0.32944
locked‐in,0.28164
minimization,0.28164
sourcing,0.24095
provenance,0.24095
dlt,0.23464
capital,0.20928
reduces,0.20238
enables,0.18135
improvement,0.17782
fraud,0.17069
provides,0.15757
transparency,0.15506
full,0.14741
settlement,0.14321
assets,0.1353
into,0.11624
asset,0.10418
ates,0.09333
tran,0.06829
and,0.04476
for,0.02378
panacea,0.2571
viewed,0.23886
next‐,0.23235
truth,0.20209
foundation,0.19311
instead,0.17608
history,0.16285
established,0.16039
should,0.15071
technologies,0.14726
single,0.14512
ledger,0.13853
distributed,0.13223
within,0.12089
many,0.11935
source,0.11271
technology,0.10914
forum,0.09872
economic,0.0968
2016,0.09613
saction,0.09336
not,0.09146
one,0.08978
world,0.08837
that,0.06903
will,0.06404
form,0.05293
the,0.01019
poised,0.26752
transformation,0.23251
fundamental,0.22634
last,0.221
generation,0.20826
years,0.19327
next,0.18969
services,0.1829
multiple,0.16618
been,0.16493
technologies,0.16493
today,0.16139
drive,0.13782
infrastructure,0.13599
industry,0.13339
financial,0.13335
innovation,0.12865
technology,0.12223
has,0.10963
over,0.08639
the,0.02282
w,0.00804
1960s,0.29248
2010s,0.29248
recording,0.29248
overnight,0.29248
converging,0.27688
1970s,0.27688
1980s,0.27688
2000s,0.27688
1990s,0.25723
batch,0.25723
replacement,0.24429
allowed,0.23463
maturity,0.2125
enabled,0.19533
physical,0.17726
technologies,0.15858
emerging,0.15157
innovation,0.1237
future,0.10818
digital,0.09668
services,0.08793
data,0.086
ave,0.08408
financial,0.06411
are,0.05345
the,0.01097
facilitated,0.40947
enabled,0.36276
intranets,0.27159
offline,0.2571
remote,0.2571
branches,0.24683
centres,0.23886
medium,0.19311
created,0.18935
corporate,0.16119
data,0.15972
processing,0.15884
exchange,0.14461
banking,0.12657
automated,0.12278
global,0.11553
systems,0.10275
banks,0.10075
new,0.08045
and,0.05755
the,0.01019
i,3e-05
computing,0.51301
spearheaded,0.33063
frictionless,0.29079
biometrics,0.29079
cognitive,0.28286
learning,0.23758
series,0.23051
cloud,0.21911
international,0.20038
clients,0.19826
pred,0.19155
machine,0.18733
nteract,0.18575
businesses,0.18575
collect,0.17482
ledger,0.16864
distributed,0.16097
technology,0.13286
payments,0.1287
data,0.09722
with,0.06367
and,0.01752
quantum,0.28164
robotics,0.28164
atms,0.26663
ictive,0.24095
messaging,0.23525
computing,0.21851
transformative,0.20702
swift,0.19456
electronic,0.18525
shape,0.1839
analytics,0.18013
cards,0.1563
technologies,0.15271
banking,0.13126
trading,0.13031
many,0.12377
credit,0.12223
dlt,0.11732
e.g,0.10559
future,0.10418
digital,0.0931
one,0.0931
services,0.08468
new,0.08343
that,0.07158
will,0.06642
financia,0.06149
toolbox,0.27159
seen,0.23235
technology,0.21827
diverse,0.19732
applications,0.17147
ways,0.16285
leveraging,0.16201
should,0.15071
ledger,0.13853
distributed,0.13223
infrastructure,0.12142
each,0.12063
different,0.11313
case,0.11229
differ,0.10895
forum,0.09872
economic,0.0968
2016,0.09613
world,0.08837
services,0.08165
use,0.07099
part,0.06665
will,0.06404
for,0.02293
and,0.01439
the,0.01019
l,0.00018
benefits,0.44551
multi‐party,0.28796
simplification,0.27645
value,0.22502
drivers,0.22358
examples,0.21412
trackin,0.21412
driver,0.20478
enables,0.19585
operational,0.18969
finance,0.18053
real‐time,0.17234
range,0.17161
compliance,0.15327
automated,0.13751
global,0.1294
dlt,0.12671
case,0.12577
trade,0.12577
payments,0.1184
use,0.07951
and,0.01611
faster,0.32279
letters,0.26023
immutable,0.24401
automating,0.23599
draw,0.221
reporting,0.20158
enables,0.19585
improvement,0.19204
accurate,0.17463
provides,0.17018
efficiency,0.16493
settlement,0.15467
compliance,0.15327
automated,0.13751
credit,0.13201
regulatory,0.12624
processes,0.12057
management,0.12037
more,0.09204
that,0.07731
and,0.04834
g,0.00181
settlement,0.32223
point‐to‐point,0.29996
accelerating,0.27867
removing,0.25418
friction,0.23577
reduction,0.22305
near,0.21509
enables,0.20401
rehypothecation,0.20004
real‐time,0.17952
liq,0.17444
funds,0.16161
sources,0.14556
fis,0.14134
between,0.13953
transfer,0.13149
asset,0.1172
time,0.11452
data,0.09317
institutions,0.0924
financial,0.06945
and,0.01679
the,0.01188
improved,0.31257
evaluation,0.25022
decision‐making,0.23916
improvement,0.18466
sight,0.17359
uidity,0.16945
participants,0.16945
enabling,0.16867
provides,0.16363
assets,0.14051
critical,0.1387
into,0.12071
capital,0.10866
forum,0.10631
line,0.10453
economic,0.10424
2016,0.10353
digital,0.09668
world,0.09517
identity,0.0935
risk,0.08889
market,0.07528
with,0.05633
and,0.03099
fiat,0.43057
digital,0.2793
verticals,0.26663
amplify,0.25597
tender,0.24771
enabler,0.24095
correct,0.22204
broaden,0.21528
along,0.21232
applications,0.17782
emerging,0.14596
innovations,0.14596
legal,0.1441
capabilities,0.13788
benefits,0.1375
other,0.11582
future,0.10418
has,0.10151
ability,0.09942
identity,0.09004
new,0.08343
with,0.05424
ide,0.04764
the,0.01056
frictions,0.26663
compliant,0.24095
dlt,0.23464
integrating,0.2303
ensuring,0.19283
protocols,0.19283
creates,0.18961
increases,0.18961
errors,0.18961
physical,0.17069
accurate,0.16169
critical,0.13356
transactions,0.11417
potential,0.10789
information,0.09582
identity,0.09004
ntity,0.08477
but,0.07634
sy,0.0712
financial,0.06174
with,0.05424
are,0.05147
and,0.02984
for,0.02378
the,0.01056
advent,0.23037
denominated,0.21686
tokens,0.20727
formal,0.20727
fiat,0.19375
frequently,0.18417
currency,0.16434
levels,0.15904
liquidity,0.14825
system,0.1382
demand,0.1345
assets,0.12177
infrastructure,0.11332
between,0.11163
users,0.10979
stems,0.09561
are,0.09265
native,0.09227
high,0.09188
but,0.06871
that,0.06443
will,0.05978
financial,0.05556
with,0.04882
the,0.02852
and,0.01343
altering,0.29248
exponential,0.29248
acceleration,0.26582
industrial,0.25723
revolution,0.25723
fourth,0.25022
storing,0.22356
transferring,0.21763
rapidly,0.19237
economy,0.19097
broader,0.18351
fully,0.17726
system,0.15946
innovation,0.1237
through,0.1085
att,0.10283
digital,0.09668
identity,0.0935
financial,0.06411
the,0.03291
and,0.03099
for,0.0247
know‐your‐client,0.33063
anti‐money,0.313
laundering,0.29079
onboarding,0.23758
integrated,0.22839
seamless,0.20874
kyc,0.20618
accurate,0.18981
improved,0.17667
faster,0.17543
directly,0.16659
could,0.1661
distributed,0.16097
ributes,0.15968
counter,0.158
aml,0.15484
infrastructure,0.14781
into,0.13646
processes,0.13106
customer,0.07282
financial,0.07247
and,0.03503
distributed,0.30854
employed,0.29996
instability,0.25418
availability,0.24582
matching,0.24219
fiat,0.24219
systemic,0.23021
currencies,0.2253
issued,0.22305
ensuring,0.21694
liquidity,0.18531
event,0.1642
could,0.15918
central,0.14913
party,0.14522
infrastructure,0.14165
within,0.14104
opportu,0.13149
even,0.13053
banks,0.11754
financial,0.06945
the,0.02377
cash‐equivalent,0.31685
things,0.27867
artificial,0.24582
internet,0.24582
intelligence,0.2329
evolving,0.23021
integration,0.21331
rapidly,0.2084
emerge,0.1811
range,0.17876
liquid,0.17876
innovations,0.1642
settlement,0.16111
distributed,0.15427
such,0.1466
infrastructure,0.14165
between,0.13953
nities,0.1378
may,0.11878
financial,0.06945
for,0.02676
and,0.01679
the,0.01188
t,3e-05
integrations,0.2571
elimination,0.23235
okens,0.21787
inefficient,0.20759
bridge,0.20759
issued,0.19118
highly,0.16643
cash,0.14311
benefits,0.13259
central,0.12782
infrastructure,0.12142
between,0.1196
these,0.1042
potential,0.10404
forum,0.09872
uncertain,0.0968
economic,0.0968
need,0.09447
world,0.08837
20,0.08157
new,0.08045
bank,0.07151
financial,0.05953
are,0.04964
for,0.02293
the,0.02037
and,0.01439
impactful,0.27867
delaying,0.27867
updating,0.27867
adding,0.23577
complexity,0.22768
collaboration,0.2253
innovators,0.22091
applications,0.20004
deep,0.18357
implementation,0.17444
most,0.16367
infrastructure,0.14165
between,0.13953
regulators,0.13837
incumbents,0.13613
dlt,0.13199
require,0.12333
throug,0.11685
16,0.10793
will,0.07472
financial,0.06945
and,0.03357
the,0.01188
observations,0.53325
replacing,0.26663
taken,0.24095
consideration,0.21851
insights,0.19636
key,0.18852
three,0.16317
successful,0.1563
implementation,0.15506
existing,0.14366
significant,0.13639
must,0.13158
infr,0.12403
dlt,0.11732
into,0.11624
require,0.10963
this,0.10495
time,0.1018
investment,0.09784
will,0.06642
financial,0.06174
and,0.02984
for,0.02378
h,0.00129
interests,0.44182
aligning,0.28797
balancing,0.27107
replacement,0.26465
collective,0.26465
require,0.24667
competing,0.23021
difficult,0.18901
stakeholders,0.18806
significant,0.15343
will,0.14944
astructure,0.14165
infrastructure,0.14165
dlt,0.13199
time,0.11452
investment,0.11006
key,0.10604
action,0.10048
for,0.02676
and,0.01679
the,0.01188
zero‐sum,0.29248
games,0.29248
practice,0.23463
diverging,0.22691
implementing,0.22356
frameworks,0.22048
interests,0.20392
liability,0.18025
creation,0.17726
new,0.17327
regulations,0.17105
standards,0.16297
face,0.16166
changes,0.15978
legal,0.14965
existing,0.14918
infrastructure,0.13076
require,0.11385
spe,0.10541
will,0.06897
financial,0.06411
and,0.04648
the,0.01097
governance,0.42662
observations,0.29996
cifically,0.28797
achieving,0.26465
considerations,0.25909
frameworks,0.23886
alignment,0.22305
contracts,0.1862
three,0.18357
implementation,0.17444
stakeholder,0.16528
legal,0.16212
additional,0.15599
smart,0.13427
regulatory,0.13149
require,0.12333
key,0.10604
will,0.07472
all,0.05987
and,0.03357
the,0.01188
w,0.00838
fabrics,0.33063
multi‐party,0.313
industry‐wide,0.313
large‐scale,0.28286
implementations,0.28286
scalable,0.27035
regulated,0.24302
delay,0.23758
standardized,0.21911
highly,0.20261
however,0.18814
successful,0.18348
could,0.1661
markets,0.15084
enable,0.1498
infrastructure,0.14781
solutions,0.14379
dlt,0.13772
processes,0.13106
these,0.12685
wo,0.0678
ill,0.06688
and,0.01752
redraw,0.2571
orthodoxies,0.23886
foundational,0.23886
assumptions,0.22208
built,0.17998
today,0.1441
question,0.14029
call,0.13984
that,0.13806
central,0.12782
infrastructure,0.12142
models,0.12063
dlt,0.11313
into,0.11209
processes,0.10765
business,0.10166
are,0.09927
forum,0.09872
economic,0.0968
2016,0.09613
rld,0.08806
services,0.08165
new,0.08045
will,0.06404
financial,0.05953
and,0.01439
intentionally,0.33063
unintentionally,0.33063
impacted,0.29079
practices,0.29079
business,0.24752
requiring,0.24022
adjust,0.22081
response,0.20874
current‐,0.1943
both,0.17927
today,0.17543
distributed,0.16097
infrastructure,0.14781
models,0.14685
shift,0.14529
financial,0.14494
incumbents,0.14205
their,0.08227
will,0.07797
and,0.01752
the,0.0124
silos,0.31415
assumptions,0.28264
reconciliation,0.2725
transformative,0.25407
detailed,0.24578
characteristics,0.20836
participants,0.20026
distributed,0.16829
drive,0.15661
infrastructure,0.15453
within,0.15386
implications,0.13118
need,0.12023
information,0.1176
state,0.11141
services,0.10392
market,0.08896
financial,0.07577
for,0.05838
ac,0.02737
the,0.01296
lack,0.31225
asymmetric,0.30418
trails,0.28796
authorities,0.26023
arbitrage,0.24401
drives,0.23251
truth,0.22634
concerns,0.22634
version,0.21857
proliferation,0.21629
creates,0.20478
audit,0.18536
participants,0.17623
transparency,0.16747
single,0.16254
tivities,0.14975
central,0.14316
between,0.13395
information,0.10348
incre,0.09668
market,0.07829
the,0.02282
and,0.01611
eliminates,0.55232
immutability,0.30049
imbalance,0.30049
reconciliation,0.26065
cooper,0.24924
truth,0.24602
version,0.23758
historical,0.22839
increases,0.22259
regulations,0.19337
participants,0.19155
provides,0.18498
transparency,0.18203
among,0.17731
single,0.17667
ases,0.15883
fis,0.14749
need,0.115
information,0.11248
market,0.08509
for,0.02792
the,0.0124
autonomy,0.27688
between,0.2576
agreed,0.23916
ensures,0.23463
regulated,0.21498
authority,0.21498
oversight,0.2125
agreements,0.2125
upon,0.21017
executed,0.19854
creates,0.1969
counterparties,0.16945
execution,0.16363
lack,0.15012
central,0.13766
entities,0.13565
trust,0.135
contract,0.13019
regulators,0.12772
need,0.10173
are,0.05345
ation,0.02901
for,0.0247
and,0.01549
the,0.01097
disintermediates,0.26752
books,0.26752
disputes,0.25407
resolve,0.221
outcomes,0.19585
established,0.17964
record,0.17018
supporting,0.1688
question,0.15712
ledger,0.15515
distributed,0.1481
entities,0.14107
technology,0.12223
individual,0.11671
business,0.11386
through,0.11284
forum,0.11057
economic,0.10841
2016,0.10767
need,0.1058
world,0.09898
will,0.07173
im,0.04253
for,0.02569
the,0.01141
enforcer,0.30418
tamper‐proof,0.30418
distributed,0.29619
immutability,0.27645
record‐keeping,0.25407
mutable,0.2398
eliminating,0.20648
enables,0.19585
environ,0.17542
requirement,0.17089
provides,0.17018
trust,0.1404
which,0.13909
ecosystem,0.13283
dlt,0.12671
need,0.1058
transaction,0.10511
key,0.1018
data,0.08944
for,0.05137
the,0.02282
and,0.01611
books,0.23886
independently,0.22684
truth,0.20209
version,0.19515
traditionally,0.19311
operate,0.19118
stored,0.16738
was,0.1646
physical,0.1646
allows,0.16039
counterparties,0.15735
single,0.14512
issue,0.13853
trust,0.12536
which,0.12419
within,0.12089
current,0.11787
asset,0.10046
transaction,0.09385
information,0.0924
not,0.09146
state,0.08754
with,0.0523
ment,0.03544
and,0.02878
the,0.01019
re,0.00373
translated,0.28164
externally,0.26663
internally,0.24771
books,0.24771
ledgers,0.24095
maintains,0.23525
repository,0.2303
every,0.20463
book,0.20238
digital,0.1862
advanced,0.1826
previous,0.17782
physical,0.17069
ference,0.15757
record,0.15757
were,0.15567
technologies,0.15271
today,0.14944
result,0.13425
central,0.13256
own,0.11754
into,0.11624
actions,0.1091
its,0.09078
and,0.01492
i,3e-05
unbiased,0.34565
transactions,0.28024
proliferate,0.2725
reconciliation,0.2725
requiring,0.25113
executed,0.23464
counterparties,0.20026
providing,0.18956
without,0.18884
interna,0.18277
facilitate,0.17913
trust,0.15955
them,0.15661
each,0.15353
between,0.15222
industry,0.15158
ntermediaries,0.15126
other,0.14214
services,0.10392
for,0.02919
the,0.01296
chronological,0.31685
blocks,0.31685
intrinsi,0.28797
organized,0.27867
performed,0.27107
dlt,0.26397
repository,0.25909
reconciliation,0.24979
transformative,0.2329
growing,0.19308
lines,0.19203
organization,0.1862
businesses,0.17801
core,0.15385
where,0.14731
within,0.14104
transactions,0.12844
technology,0.12732
potential,0.12138
its,0.10213
the,0.02377
l,0.00021
functionally,0.26222
nodes,0.24824
impossible,0.23062
replicate,0.21036
makes,0.20344
truth,0.19512
version,0.18843
participating,0.18645
operate,0.18459
ensuring,0.17953
designed,0.17122
previous,0.16555
changes,0.14326
been,0.14218
cally,0.14165
among,0.14062
single,0.14012
parties,0.12221
real,0.11243
dlt,0.10923
transactions,0.1063
all,0.0991
time,0.09477
has,0.09451
off,0.08668
data,0.07711
the,0.00983
t,3e-05
inter‐firm,0.33063
silos,0.30049
disintermediates,0.29079
eliminates,0.27616
reconciliation,0.26065
reduces,0.23758
imes,0.21747
challenges,0.20874
participants,0.19155
central,0.15561
between,0.1456
intermediaries,0.14529
implications,0.12547
need,0.115
information,0.11248
services,0.0994
market,0.08509
financial,0.07247
and,0.03503
for,0.02792
the,0.0124
th,0.00596
trails,0.26663
fear,0.24771
disputes,0.23525
arbitrage,0.22594
reduction,0.19826
enables,0.18135
audit,0.17163
established,0.16633
ledger,0.14366
distributed,0.13713
significant,0.13639
assets,0.1353
signif,0.1353
within,0.12537
ecosystem,0.12299
transactions,0.11417
technology,0.11318
forum,0.10238
economic,0.10038
2016,0.09969
world,0.09165
will,0.06642
with,0.05424
for,0.02378
and,0.01492
the,0.01056
e,2e-05
participants,0.35246
transparency,0.33493
builds,0.27645
capable,0.23599
truth,0.22634
upon,0.21857
version,0.21857
icantly,0.18747
sharing,0.18747
among,0.16312
single,0.16254
market,0.15657
must,0.1421
infrastructure,0.13599
between,0.13395
dlt,0.12671
increase,0.1184
information,0.10348
provide,0.08404
all,0.05748
for,0.02569
the,0.01141
placed,0.21851
fragmentation,0.21232
parts,0.20702
historical,0.19456
degree,0.19119
limits,0.18665
real‐time,0.15958
transparency,0.15506
existing,0.14366
creati,0.14066
infrastructure,0.12591
current,0.12223
transactions,0.11417
large,0.11035
these,0.10806
systems,0.10656
offer,0.1048
state,0.09078
have,0.08741
able,0.07975
age,0.06293
financial,0.06174
are,0.05147
and,0.02984
the,0.02113
some,0.26446
asymmetry,0.25597
gained,0.25597
imbalance,0.25597
information,0.19164
advantages,0.18135
actors,0.17782
profit,0.14366
competitive,0.14234
while,0.1375
result,0.13425
entities,0.13062
within,0.12537
opportunities,0.12429
ecosystem,0.12299
this,0.10495
through,0.10448
informa,0.09533
state,0.09078
have,0.08741
from,0.07782
for,0.02378
the,0.02113
ng,0.00914
guarantees,0.27688
excessive,0.26582
hedging,0.26582
suboptimal,0.25723
dlt,0.24366
setting,0.23463
transformative,0.21498
others,0.2125
spend,0.20392
default,0.19854
performance,0.19533
resources,0.19533
liquidity,0.17105
transparency,0.16103
full,0.15308
experience,0.13565
into,0.12071
potential,0.11204
risk,0.08889
provide,0.08081
tran,0.07092
and,0.03099
the,0.01097
tion,0.01005
notions,0.27159
which,0.24838
known,0.23886
dlt,0.22626
promote,0.21411
activity,0.20474
records,0.17147
creation,0.1646
details,0.1596
counterparties,0.15735
transform,0.15454
record,0.15195
only,0.15071
public,0.14952
private,0.1412
existing,0.13853
ecosystem,0.1186
sactions,0.10952
potential,0.10404
has,0.09788
transaction,0.09385
can,0.07706
are,0.04964
the,0.03056
asymmetry,0.27645
reduces,0.21857
challenges,0.19204
leverage,0.18145
participants,0.17623
advantage,0.17089
supporting,0.1688
existing,0.15515
competitive,0.15373
entities,0.14107
role,0.13909
models,0.1351
real,0.13042
implications,0.11544
time,0.10994
access,0.10811
information,0.10348
have,0.0944
services,0.09145
market,0.07829
that,0.07731
financial,0.06667
all,0.05748
the,0.01141
e,2e-05
opacity,0.53325
discourse,0.28164
identifiable,0.28164
promotes,0.26663
